# E0 = 9.610000000000001
time,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10
19.650000,4.6274804557e-01,5.4360763933e-01,5.0853353955e-01,4.7726859991e-01,4.7786718159e-01,5.2261085354e-01,5.2249709199e-01,4.9194125798e-01,4.5582097826e-01,5.3710481227e-01
19.700000,4.6861629059e-01,5.3975794147e-01,5.0272892575e-01,4.7508728910e-01,4.8360965535e-01,5.1679071829e-01,5.2467656100e-01,4.9777844679e-01,4.5967398726e-01,5.3128018440e-01
19.750000,4.7492818267e-01,5.3462030835e-01,4.9674512397e-01,4.7442602664e-01,4.8853627525e-01,5.1177994736e-01,5.2535974481e-01,5.0376390858e-01,4.6481197254e-01,5.2502850983e-01
19.800000,4.8146863627e-01,5.2838418334e-01,4.9114139384e-01,4.7473295542e-01,4.9244557116e-01,5.0778117961e-01,5.2509916989e-01,5.0933578492e-01,4.7104699436e-01,5.1856413119e-01
19.850000,4.8802026270e-01,5.2126102291e-01,4.8645356199e-01,4.7543433427e-01,4.9523600691e-01,5.0489764739e-01,5.2446701275e-01,5.1395828937e-01,4.7816921674e-01,5.1210264497e-01
19.900000,4.9437531076e-01,5.1347414691e-01,4.8313178307e-01,4.7601034517e-01,4.9691598056e-01,5.0312326524e-01,5.2397922130e-01,5.1718399217e-01,4.8595687493e-01,5.0584907988e-01
19.950000,5.0034635172e-01,5.0525267923e-01,4.8148434956e-01,4.7606107933e-01,4.9760130901e-01,5.0234509754e-01,5.2402972666e-01,5.1870981338e-01,4.9418218544e-01,4.9998740812e-01
20.000000,5.0577488310e-01,4.9682870554e-01,4.8163670606e-01,4.7535343279e-01,4.9749973231e-01,5.0235865087e-01,5.2484402048e-01,5.1841758247e-01,5.0261409754e-01,4.9467218885e-01
20.050000,5.1053726976e-01,4.8843574155e-01,4.8351307952e-01,4.7384232460e-01,4.9688435310e-01,5.0289408766e-01,5.2645864722e-01,5.1639179384e-01,5.1101980900e-01,4.9002289375e-01
20.100000,5.1454771247e-01,4.8030628506e-01,4.8684470446e-01,4.7166363523e-01,4.9605999682e-01,5.0364942435e-01,5.2872913122e-01,5.1291064266e-01,5.1916727232e-01,4.8612119540e-01
20.150000,5.1775818649e-01,4.7266668913e-01,4.9120428360e-01,4.6910078397e-01,4.9532753883e-01,5.0432575021e-01,5.3136430179e-01,5.0841077796e-01,5.2683043539e-01,4.8301125264e-01
20.200000,5.2015551068e-01,4.6572866533e-01,4.9606202824e-01,4.6653103619e-01,4.9495100450e-01,5.0465976002e-01,5.3398079504e-01,5.0343050913e-01,5.3379787212e-01,4.8070281874e-01
20.250000,5.2175590416e-01,4.5967805028e-01,5.0085519691e-01,4.6436068004e-01,4.9513094786e-01,5.0445018718e-01,5.3616847631e-01,4.9853962036e-01,5.3988412485e-01,4.7917681205e-01
20.300000,5.2259758739e-01,4.5466263268e-01,5.0506102175e-01,4.6295964646e-01,4.9598588227e-01,5.0357642250e-01,5.3755613302e-01,4.9426595950e-01,5.4494191838e-01,4.7839279606e-01
20.350000,5.2273220166e-01,4.5078149651e-01,5.0826247801e-01,4.6260581757e-01,4.9754207573e-01,5.0200901301e-01,5.3786717130e-01,4.9102938117e-01,5.4887276050e-01,4.7829760454e-01
20.400000,5.2221603103e-01,4.4807831183e-01,5.1019745947e-01,4.6344733172e-01,4.9973127390e-01,4.9981242665e-01,5.3695704079e-01,4.8909249384e-01,5.5163349296e-01,4.7883413781e-01
20.450000,5.2110215483e-01,4.4654031949e-01,5.1078437856e-01,4.6548801792e-01,5.0239587856e-01,4.9714045874e-01,5.3482732723e-01,4.8853518452e-01,5.5323706943e-01,4.7994921073e-01
20.500000,5.1943465708e-01,4.4610360934e-01,5.1012073344e-01,4.6859717141e-01,5.0530139813e-01,4.9422434599e-01,5.3161538885e-01,4.8925635512e-01,5.5374701005e-01,4.8159933059e-01
20.550000,5.1724580798e-01,4.4666398393e-01,5.0845538818e-01,4.7254078469e-01,5.0815607243e-01,4.9135357793e-01,5.2756250140e-01,4.9100208811e-01,5.5326630509e-01,4.8375349026e-01
20.600000,5.1455670101e-01,4.4809154533e-01,5.0613964298e-01,4.7702769277e-01,5.1063708903e-01,4.8884991710e-01,5.2296710748e-01,4.9341511922e-01,5.5192269565e-01,4.8639248944e-01
20.650000,5.1138123622e-01,4.5024639469e-01,5.0356589539e-01,4.8176151161e-01,5.1242175634e-01,4.8703624301e-01,5.1813231874e-01,4.9609676370e-01,5.4985299288e-01,4.8950488742e-01
20.700000,5.0773271161e-01,4.5299263362e-01,5.0110499346e-01,4.8648830480e-01,5.1322074637e-01,4.8620313711e-01,5.1331774498e-01,4.9867013846e-01,5.4718926969e-01,4.9308031990e-01
20.750000,5.0363177169e-01,4.5620822686e-01,4.9905357139e-01,4.9103095179e-01,5.1280961042e-01,4.8657707171e-01,5.0870468503e-01,5.0083333153e-01,5.4404935347e-01,4.9710142610e-01
20.800000,4.9911420169e-01,4.5978914054e-01,4.9760045532e-01,4.9530417376e-01,5.1105463586e-01,4.8829421277e-01,5.0438074411e-01,5.0239337812e-01,5.4053315891e-01,5.0153589892e-01
20.850000,4.9423711279e-01,4.6364734497e-01,4.9681694975e-01,4.9930858181e-01,5.0792986217e-01,4.9138308752e-01,5.0034555278e-01,5.0327619127e-01,5.3672519837e-01,5.0633011856e-01
20.900000,4.8908242030e-01,4.6770354980e-01,4.9667041008e-01,5.0310697370e-01,5.0352345124e-01,4.9575796649e-01,4.9653441190e-01,5.0351302041e-01,5.3270231514e-01,5.1140548093e-01
20.950000,4.8375707099e-01,4.7187668402e-01,4.9705532919e-01,5.0679020101e-01,4.9803313592e-01,5.0122325212e-01,4.9285258711e-01,5.0320921377e-01,5.2854454336e-01,5.1665798252e-01
21.000000,4.7839008365e-01,4.7607291691e-01,4.9783259235e-01,5.1044212792e-01,4.9175170533e-01,5.0748790914e-01,4.8921074968e-01,5.0250466141e-01,5.2434623465e-01,5.2196101898e-01
21.050000,4.7312698559e-01,4.8017725589e-01,4.9886653640e-01,5.1411283487e-01,4.8504422084e-01,5.1418822359e-01,4.8555238639e-01,5.0153633789e-01,5.2022438422e-01,5.2717083433e-01
21.100000,4.6812256076e-01,4.8405036183e-01,5.0005118929e-01,5.1780632950e-01,4.7831899177e-01,5.2091683969e-01,4.8186684625e-01,5.0041163666e-01,5.1632152440e-01,5.3213371986e-01
21.150000,4.6353293823e-01,4.8753222560e-01,5.0132094775e-01,5.2148442072e-01,4.7199456058e-01,5.2725580574e-01,4.7818626437e-01,4.9919730853e-01,5.1280158931e-01,5.3669393918e-01
21.200000,4.5950797098e-01,4.9045292838e-01,5.0264574094e-01,5.2508344290e-01,4.6646530568e-01,5.3281100525e-01,4.7456956058e-01,4.9792401374e-01,5.0983860747e-01,5.4070142409e-01
21.250000,4.5618464481e-01,4.9264915834e-01,5.0401499067e-01,5.2853668232e-01,4.6206879120e-01,5.3724483004e-01,4.7108055986e-01,4.9660221259e-01,5.0759964469e-01,5.4401848547e-01
21.300000,4.5368198471e-01,4.9398383409e-01,5.0541723816e-01,5.3179382494e-01,4.5905842355e-01,5.4030352169e-01,4.6776885111e-01,4.9524253211e-01,5.0622474054e-01,5.4652504910e-01
21.350000,4.5209764433e-01,4.9436540918e-01,5.0682259831e-01,5.3482997880e-01,4.5758491227e-01,5.4183567369e-01,4.6466081162e-01,4.9387343008e-01,5.0580733641e-01,5.4812220530e-01
21.400000,4.5150610803e-01,4.9376339277e-01,5.0817338840e-01,5.3764044544e-01,4.5768916538e-01,5.4179926295e-01,4.6176464564e-01,4.9255077276e-01,5.0637869720e-01,5.4873412142e-01
21.450000,4.5195822393e-01,4.9221731788e-01,5.0938513097e-01,5.4022230648e-01,4.5930757437e-01,5.4025626994e-01,4.5908842135e-01,4.9135708114e-01,5.0789908935e-01,5.4830858459e-01
21.500000,4.5348164021e-01,4.8983762517e-01,5.1035672689e-01,5.4254855419e-01,4.6228853303e-01,5.3735607501e-01,4.5666543850e-01,4.9039160649e-01,5.1025720133e-01,5.4681659917e-01
21.550000,4.5608165622e-01,4.8679837723e-01,5.1098595858e-01,5.4454349223e-01,4.6641710393e-01,5.3331076120e-01,4.5457825859e-01,4.8975504196e-01,5.1327781677e-01,5.4425153330e-01
21.600000,4.5974204263e-01,4.8332302143e-01,5.1118529940e-01,5.4606851797e-01,4.7144358096e-01,5.2836661779e-01,4.5297233454e-01,4.8953387469e-01,5.1673643643e-01,5.4062827415e-01
21.650000,4.6442553255e-01,4.7966530660e-01,5.1089346662e-01,5.4692498596e-01,4.7711158443e-01,5.2277623341e-01,4.5205258032e-01,4.8978893643e-01,5.2037866782e-01,5.3598270586e-01
21.700000,4.7007391085e-01,4.7608781905e-01,5.1007996948e-01,5.4687627353e-01,4.8318212588e-01,5.1677473447e-01,4.5206079573e-01,4.9055090651e-01,5.2394186667e-01,5.3037159783e-01
21.750000,4.7660787597e-01,4.7284049488e-01,5.0874242931e-01,5.4568569444e-01,4.8945132714e-01,5.1056244244e-01,4.5323733679e-01,4.9182300200e-01,5.2717665827e-01,5.2387273876e-01
21.800000,4.8392704505e-01,4.7014106352e-01,5.0689888800e-01,5.4316209932e-01,4.9576063375e-01,5.0429503954e-01,4.5577522769e-01,4.9358865036e-01,5.2986640305e-01,5.1658494973e-01
21.850000,4.9191055679e-01,4.6815888138e-01,5.0457894004e-01,5.3920228352e-01,5.0199911785e-01,4.9808157157e-01,4.5977762096e-01,4.9582031643e-01,5.3184319176e-01,5.0862751970e-01
21.900000,5.0041866900e-01,4.6700316590e-01,5.0181783447e-01,5.3381956461e-01,5.0809788536e-01,4.9199021262e-01,4.6522925499e-01,4.9848533792e-01,5.3299941327e-01,5.0013866186e-01
21.950000,5.0929556669e-01,4.6671627761e-01,4.9865658375e-01,5.2715113704e-01,5.1401706075e-01,4.8606129546e-01,4.7198929090e-01,5.0154572534e-01,5.3329429392e-01,4.9127276854e-01
22.000000,5.1837335063e-01,4.6727237377e-01,4.9514889376e-01,5.1944222660e-01,5.1972671911e-01,4.8032625661e-01,4.7980747621e-01,5.0495110132e-01,5.3275511227e-01,4.8219648972e-01
22.050000,5.2747694229e-01,4.6858139849e-01,4.9137305468e-01,5.1101113510e-01,5.2518458308e-01,4.7482973128e-01,4.8835950241e-01,5.0862662924e-01,5.3147312779e-01,4.7308389563e-01
22.100000,5.3642948280e-01,4.7049794701e-01,4.8744465642e-01,5.0220421566e-01,5.3031493281e-01,4.6965041400e-01,4.9729247495e-01,5.1246006470e-01,5.2959466800e-01,4.6411114365e-01
22.150000,5.4505775233e-01,4.7283409426e-01,4.8352490015e-01,4.9335215331e-01,5.3499423393e-01,4.6491523025e-01,5.0626909045e-01,5.1629316865e-01,5.2730825594e-01,4.5545112074e-01
22.200000,5.5319718240e-01,4.7537491812e-01,4.7981983130e-01,4.8473791382e-01,5.3904865806e-01,4.6080166335e-01,5.1500014319e-01,5.1992218378e-01,5.2482902029e-01,4.4726848570e-01
22.250000,5.6069614040e-01,4.7789529577e-01,4.7656797202e-01,4.7658266346e-01,5.4226653074e-01,4.5752518438e-01,5.2325905145e-01,5.2310993856e-01,5.2238179643e-01,4.3971542679e-01
22.300000,5.6741929108e-01,4.8017665576e-01,4.7401700095e-01,4.6905013043e-01,5.4442508439e-01,4.5531236738e-01,5.3087792282e-01,5.2560898237e-01,5.2018424118e-01,4.3292832364e-01
22.350000,5.7324995619e-01,4.8202267557e-01,4.7239336082e-01,4.6226413062e-01,5.4532673958e-01,4.5436442588e-01,5.3773040834e-01,5.2719191989e-01,5.1843099719e-01,4.2702538593e-01
22.400000,5.7809149713e-01,4.8327326953e-01,4.7187095695e-01,4.5633014997e-01,5.4483690118e-01,4.5481916811e-01,5.4371040283e-01,5.2768281506e-01,5.1727960008e-01,4.2210523916e-01
22.450000,5.8186784559e-01,4.8381643890e-01,4.7254571450e-01,4.5135115784e-01,5.4291418085e-01,4.5672048150e-01,5.4871634964e-01,5.2698290285e-01,5.1683859724e-01,4.1824633108e-01
22.500000,5.8452341316e-01,4.8359753893e-01,4.7442150618e-01,4.4743037588e-01,5.3962557921e-01,4.6000287170e-01,5.5264836057e-01,5.2508506988e-01,5.1715835450e-01,4.1550693000e-01
22.550000,5.8602271057e-01,4.8262527938e-01,4.7741025847e-01,4.4465862661e-01,5.3514303632e-01,4.6449472481e-01,5.5542049023e-01,5.2207423734e-01,5.1822524620e-01,4.1392539008e-01
22.600000,5.8635006990e-01,4.8097348009e-01,4.8134573972e-01,4.4308947890e-01,5.2972260992e-01,4.6993910087e-01,5.5698496294e-01,5.1811406351e-01,5.1996019563e-01,4.1352029851e-01
22.650000,5.8550984556e-01,4.7877749719e-01,4.8600758763e-01,4.4270988864e-01,5.2367175158e-01,4.7602661959e-01,5.5736073186e-01,5.1342332365e-01,5.2222261640e-01,4.1429013791e-01
22.700000,5.8352734291e-01,4.7622453244e-01,4.9115029175e-01,4.4341604954e-01,5.1731241183e-01,4.8243268633e-01,5.5665678746e-01,5.0824718108e-01,5.2482049299e-01,4.1621222368e-01
22.750000,5.8045049152e-01,4.7353780911e-01,4.9653141539e-01,4.4500323240e-01,5.1094750540e-01,4.8885145571e-01,5.5508159695e-01,5.0282902321e-01,5.2752656369e-01,4.1924090661e-01
22.800000,5.7635198915e-01,4.7095571436e-01,5.0193417598e-01,4.4717494385e-01,5.0483604152e-01,4.9502112522e-01,5.5293349114e-01,4.9738773903e-01,5.3009945931e-01,4.2330532043e-01
22.850000,5.7133137001e-01,4.6870817130e-01,5.0718115790e-01,4.4957191000e-01,4.9917908054e-01,5.0073829319e-01,5.5057158997e-01,4.9210369682e-01,5.3230750551e-01,4.2830722477e-01
22.900000,5.6551627889e-01,4.6699334296e-01,5.1213789984e-01,4.5181655969e-01,4.9411587287e-01,5.0586195164e-01,5.4837160769e-01,4.8711474126e-01,5.3395207989e-01,4.3411966527e-01
22.950000,5.5906221756e-01,4.6595798774e-01,5.1670700167e-01,4.5356502857e-01,4.8972792129e-01,5.1030935208e-01,5.4667444399e-01,4.8252164006e-01,5.3488722051e-01,4.4058718653e-01
23.000000,5.5215018246e-01,4.6568426438e-01,5.2081504572e-01,4.5455693356e-01,4.8604842784e-01,5.1404632331e-01,5.4573716418e-01,4.7840075827e-01,5.3503272033e-01,4.4752817994e-01
23.050000,5.4498189643e-01,4.6618464047e-01,5.2439594848e-01,4.5465344979e-01,4.8307512922e-01,5.1707412762e-01,5.4569565000e-01,4.7482040167e-01,5.3437909251e-01,4.5473966382e-01
23.100000,5.3777268374e-01,4.6740509016e-01,5.2737524954e-01,4.5385631417e-01,4.8078509037e-01,5.1941440127e-01,5.4654611580e-01,4.7185635545e-01,5.3298425411e-01,4.6200444540e-01
23.150000,5.3074237443e-01,4.6923535227e-01,5.2966008716e-01,4.5230380396e-01,4.7915000400e-01,5.2109373921e-01,5.4814931170e-01,4.6960187516e-01,5.3096317532e-01,4.6910027679e-01
23.200000,5.2410489735e-01,4.7152398443e-01,5.3113890853e-01,4.5024391981e-01,4.7814986167e-01,5.2213012537e-01,5.5025713927e-01,4.6816806476e-01,5.2847275549e-01,4.7581034331e-01
23.250000,5.1805740560e-01,4.7409547343e-01,5.3169311769e-01,4.4798930995e-01,4.7778202736e-01,5.2252418187e-01,5.5255719598e-01,4.6767240516e-01,5.2569464367e-01,4.8193423928e-01
23.300000,5.1276987139e-01,4.7676675379e-01,5.3121998503e-01,4.4586220929e-01,4.7806256542e-01,5.2225832018e-01,5.5472711719e-01,4.6821606687e-01,5.2281861693e-01,4.8729849390e-01
23.350000,5.0837609344e-01,4.7936101897e-01,5.2966278395e-01,4.4414007942e-01,4.7901779996e-01,5.2130569678e-01,5.5648822819e-01,4.6985399699e-01,5.2002859739e-01,4.9176570492e-01
23.400000,5.0496697743e-01,4.8171749586e-01,5.2704121841e-01,4.4301303113e-01,4.8066658568e-01,5.1964834745e-01,5.5764763319e-01,4.7256467632e-01,5.1749261452e-01,4.9524142000e-01
23.450000,5.0258676618e-01,4.8369672281e-01,5.2347380184e-01,4.4256207702e-01,4.8299699869e-01,5.1730066161e-01,5.5811985870e-01,4.7622785330e-01,5.1535717264e-01,4.9767808720e-01
23.500000,5.0123260230e-01,4.8518170320e-01,5.1918469069e-01,4.4276291491e-01,4.8594392206e-01,5.1433164628e-01,5.5792342825e-01,4.8061772929e-01,5.1374567749e-01,4.9907568553e-01
23.550000,5.0085741455e-01,4.8607602355e-01,5.1449065997e-01,4.4351407381e-01,4.8937505873e-01,5.1087845227e-01,5.5715350302e-01,4.8541590093e-01,5.1275988100e-01,4.9947903218e-01
23.600000,5.0137568149e-01,4.8630056231e-01,5.0976872511e-01,4.4468224523e-01,4.9309149938e-01,5.0714512315e-01,5.5593762314e-01,4.9024356693e-01,5.1248277857e-01,4.9897219468e-01
23.650000,5.0267123097e-01,4.8579068579e-01,5.0541001214e-01,4.4615311947e-01,4.9684523324e-01,5.0338432814e-01,5.5438601193e-01,4.9470743210e-01,5.1298111900e-01,4.9767082722e-01
23.700000,5.0460598624e-01,4.8449573458e-01,5.0176928391e-01,4.4787444563e-01,5.0037097317e-01,4.9986487387e-01,5.5254948318e-01,4.9844995763e-01,5.1430576439e-01,4.9571349741e-01
23.750000,5.0702855394e-01,4.8238207614e-01,4.9912080313e-01,4.4987998978e-01,5.0342502830e-01,4.9683239697e-01,5.5039607370e-01,5.0119335083e-01,5.1648863747e-01,4.9325308974e-01
23.800000,5.0978178815e-01,4.7944005822e-01,4.9762949463e-01,4.5228818745e-01,5.0582135379e-01,4.9447317106e-01,5.4781249084e-01,5.0276840804e-01,5.1953590669e-01,4.9044914112e-01
23.850000,5.1270890270e-01,4.7569400032e-01,4.9734217452e-01,4.5527618759e-01,5.0745536628e-01,4.9289041698e-01,5.4462967728e-01,5.0312350223e-01,5.2341823372e-01,4.8746153838e-01
23.900000,5.1565821046e-01,4.7121319136e-01,4.9819826338e-01,4.5903667876e-01,5.0830961354e-01,4.9209893360e-01,5.4066520997e-01,5.0231431825e-01,5.2806006681e-01,4.8444551387e-01
23.950000,5.1848697961e-01,4.6612106662e-01,5.0005457017e-01,4.6372940607e-01,5.0844082222e-01,4.9203840079e-01,5.3577080204e-01,5.0047971321e-01,5.3333076304e-01,4.8154747622e-01
24.000000,5.2106507206e-01,4.6059960598e-01,5.0271588105e-01,4.6944031791e-01,5.0795339414e-01,4.9260017856e-01,5.2987216179e-01,4.9781187181e-01,5.3904047060e-01,4.7890104611e-01
24.050000,5.2327890510e-01,4.5488664921e-01,5.0596296952e-01,4.7615858523e-01,5.0696818924e-01,4.9365871918e-01,5.2299111985e-01,4.9452899684e-01,5.4494307155e-01,4.7662279428e-01
24.100000,5.2503589535e-01,4.4926514784e-01,5.0957208942e-01,4.8377621763e-01,5.0559614959e-01,4.9509806752e-01,5.1524537816e-01,4.9085631221e-01,5.5074718459e-01,4.7480755768e-01
24.150000,5.2626904399e-01,4.4404503284e-01,5.1332402365e-01,4.9210839952e-01,5.0392380300e-01,4.9682649744e-01,5.0682775116e-01,4.8701716756e-01,5.5613457935e-01,4.7352370150e-01
24.200000,5.2694089222e-01,4.3953992392e-01,5.1700488979e-01,5.0092699806e-01,5.0201292249e-01,4.9877710951e-01,4.9797237811e-01,4.8323196775e-01,5.6078380578e-01,4.7280911238e-01
24.250000,5.2704588699e-01,4.3604192228e-01,5.2040375473e-01,5.0999660400e-01,4.9991139286e-01,5.0089740248e-01,4.8891845366e-01,4.7971989014e-01,5.6439581000e-01,4.7266888285e-01
24.300000,5.2661033870e-01,4.3379796980e-01,5.2331280452e-01,5.1910275410e-01,4.9766857161e-01,5.0313451942e-01,4.7988175816e-01,4.7669775238e-01,5.6671803934e-01,4.7307549198e-01
24.350000,5.2568959659e-01,4.3299072941e-01,5.2553425027e-01,5.2806538178e-01,4.9534745766e-01,5.0542375698e-01,4.7104092644e-01,4.7437203108e-01,5.6756403700e-01,4.7397183280e-01
24.400000,5.2436267726e-01,4.3372588092e-01,5.2689499866e-01,5.3673584638e-01,4.9302803624e-01,5.0768580822e-01,4.6254015480e-01,4.7292321300e-01,5.6682656278e-01,4.7527682174e-01
24.450000,5.2272515813e-01,4.3602649768e-01,5.2726655939e-01,5.4498136137e-01,4.9080031330e-01,5.0983405023e-01,4.5450462706e-01,4.7248519148e-01,5.6448349333e-01,4.7689274804e-01
24.500000,5.2088150130e-01,4.3983412553e-01,5.2658498843e-01,5.5266456002e-01,4.8875005180e-01,5.1178873030e-01,4.4706104065e-01,4.7312502339e-01,5.6059680655e-01,4.7871317203e-01
24.550000,5.1893799328e-01,4.4501554028e-01,5.2486482180e-01,5.5962713411e-01,4.8694324107e-01,5.1349197197e-01,4.4035439616e-01,4.7482910703e-01,5.5530562574e-01,4.8063016855e-01
24.600000,5.1699717601e-01,4.5137393509e-01,5.2220224233e-01,5.6568468606e-01,4.8541567294e-01,5.1491728291e-01,4.3455395512e-01,4.7750045498e-01,5.4881456423e-01,4.8254003033e-01
24.650000,5.1515412305e-01,4.5866334277e-01,5.1876569950e-01,5.7063584162e-01,4.8417159386e-01,5.1606974169e-01,4.2984528931e-01,4.8096868754e-01,5.4137860498e-01,4.8434707568e-01
24.700000,5.1349436645e-01,4.6660521919e-01,5.1477584158e-01,5.7428370237e-01,4.8319132411e-01,5.1697717197e-01,4.2641023638e-01,4.8501070743e-01,5.3328567194e-01,4.8596575857e-01
24.750000,5.1209288808e-01,4.7490613520e-01,5.1047965760e-01,5.7646355718e-01,4.8244375148e-01,5.1767660296e-01,4.2440067306e-01,4.8937700193e-01,5.2483805912e-01,4.8732167340e-01
24.800000,5.1101347162e-01,4.8327540217e-01,5.0612510989e-01,5.7706880269e-01,4.8189743440e-01,5.1820245086e-01,4.2391394847e-01,4.9381720043e-01,5.1633401534e-01,4.8835216413e-01
24.850000,5.1030787717e-01,4.9144128077e-01,5.0194179150e-01,5.7606786077e-01,4.8152463397e-01,5.1858220785e-01,4.2497697836e-01,4.9809934578e-01,5.0805094356e-01,4.8900708027e-01
24.900000,5.1001465652e-01,4.9916436361e-01,4.9813055463e-01,5.7350815550e-01,4.8129570888e-01,5.1884223361e-01,4.2754275807e-01,5.0202000716e-01,5.0023169735e-01,4.8924986469e-01
24.950000,5.1015781465e-01,5.0624693341e-01,4.9486158165e-01,5.6950769224e-01,4.8116566281e-01,5.1902181708e-01,4.3149863934e-01,5.0540589243e-01,4.9307519628e-01,4.8905877012e-01
25.000000,5.1074578382e-01,5.1253763236e-01,4.9227729621e-01,5.6423880395e-01,4.8105842341e-01,5.1918982414e-01,4.3668178873e-01,5.0811070977e-01,4.8673199584e-01,4.8842774176e-01
25.050000,5.1177121047e-01,5.1793154876e-01,4.9049498387e-01,5.5791070630e-01,4.8085610766e-01,5.1945652701e-01,4.4289527798e-01,5.1001253277e-01,4.8130463348e-01,4.8736647170e-01
25.100000,5.1321185685e-01,5.2236663594e-01,4.8960458448e-01,5.5075687793e-01,4.8039943363e-01,5.1997428052e-01,4.4991898622e-01,5.1101627346e-01,4.7685173885e-01,4.8589933213e-01
25.150000,5.1503257365e-01,5.2581799069e-01,4.8965960946e-01,5.4303023069e-01,4.7950205747e-01,5.2092409117e-01,4.5751262162e-01,5.1106330028e-01,4.7339428253e-01,4.8406324244e-01
25.200000,5.1718794828e-01,5.2829175334e-01,4.9066258255e-01,5.3500478060e-01,4.7797731101e-01,5.2248945575e-01,4.6541245117e-01,5.1014671631e-01,4.7092212271e-01,4.8190487828e-01
25.250000,5.1962501439e-01,5.2982018717e-01,4.9254948992e-01,5.2697879038e-01,4.7567221257e-01,5.2482250628e-01,4.7332703424e-01,5.0832766694e-01,4.6939924882e-01,4.7947784928e-01
25.300000,5.2228540829e-01,5.3045892250e-01,4.9517927198e-01,5.1927268057e-01,4.7250190301e-01,5.2800929806e-01,4.8093883857e-01,5.0574647344e-01,4.6876673241e-01,4.7684047118e-01
25.350000,5.2510657943e-01,5.3028657704e-01,4.9833379196e-01,5.1221616976e-01,4.6847810201e-01,5.3204072253e-01,4.8791732374e-01,5.0262299927e-01,4.6894320089e-01,4.7405453338e-01
25.400000,5.2802202773e-01,5.2940619166e-01,5.0173116827e-01,5.0612278397e-01,4.6372715126e-01,5.3679362926e-01,4.9394525916e-01,4.9924325468e-01,4.6982344032e-01,4.7118509370e-01
25.450000,5.3096092306e-01,5.2794731675e-01,5.0505176075e-01,5.0125475404e-01,4.5849556627e-01,5.4202442674e-01,4.9875505065e-01,4.9593291999e-01,4.7127633676e-01,4.6830094499e-01
25.500000,5.3384773310e-01,5.2606725471e-01,5.0797269382e-01,4.9778559501e-01,4.5314271947e-01,5.4737572506e-01,5.0216751307e-01,4.9302196292e-01,4.7314368111e-01,4.6547512173e-01
25.550000,5.3660255668e-01,5.2394994350e-01,5.1020468341e-01,4.9576972838e-01,4.4812090582e-01,5.5239590256e-01,5.0412346183e-01,4.9080671913e-01,4.7524136071e-01,4.6278473798e-01
25.600000,5.3914271161e-01,5.2180124281e-01,5.1152467026e-01,4.9512757873e-01,4.4394296739e-01,5.5657147119e-01,5.0469948572e-01,4.8951611941e-01,4.7736416164e-01,4.6030959125e-01
25.650000,5.4138580668e-01,5.1983992107e-01,5.1179921334e-01,4.9565096287e-01,4.4113776076e-01,5.5937191827e-01,5.0410297398e-01,4.8928730670e-01,4.7929485381e-01,4.5812928252e-01
25.700000,5.4325413297e-01,5.1828438101e-01,5.1099605804e-01,4.9702855432e-01,4.4019490067e-01,5.6030548265e-01,5.0264661162e-01,4.9015339565e-01,4.8081748620e-01,4.5631899686e-01
25.750000,5.4467985076e-01,5.1733601805e-01,5.0918383239e-01,4.9888644744e-01,4.4150268509e-01,5.5898181625e-01,5.0070740326e-01,4.9204352866e-01,4.8173396712e-01,4.5494445098e-01
25.800000,5.4561021738e-01,5.1716094903e-01,5.0652167128e-01,5.0083584220e-01,4.4528633988e-01,5.5517425423e-01,4.9867834284e-01,4.9479345865e-01,4.8188217312e-01,4.5405675139e-01
25.850000,5.4601205052e-01,5.1787250577e-01,5.0324138791e-01,5.0251934755e-01,4.5155647387e-01,5.4887170009e-01,4.9692138562e-01,4.9816399428e-01,4.8115318833e-01,4.5368796606e-01
25.900000,5.4587475461e-01,5.1951717135e-01,4.9962475133e-01,5.0364913386e-01,4.6007851925e-01,5.4030929893e-01,4.9572862962e-01,5.0186464528e-01,4.7950500785e-01,4.5384808791e-01
25.950000,5.4521151522e-01,5.2206640787e-01,4.9597794503e-01,5.0403317578e-01,4.7037205283e-01,5.2996900144e-01,4.9529556678e-01,5.0558025465e-01,4.7697028290e-01,4.5452379752e-01
26.000000,5.4405861673e-01,5.2541605067e-01,4.9260486586e-01,5.0358885611e-01,4.8174431188e-01,5.1854574139e-01,4.9570718987e-01,5.0899881044e-01,4.7365647148e-01,4.5567908556e-01
26.050000,5.4247317890e-01,5.2939374481e-01,4.8978085045e-01,5.0234524703e-01,4.9335599417e-01,5.0688119879e-01,4.9693564968e-01,5.1183871363e-01,4.6973796806e-01,4.5725745448e-01
26.100000,5.4052985639e-01,5.3377353208e-01,4.8772865061e-01,5.0043606299e-01,5.0431124552e-01,4.9587332130e-01,4.9884743797e-01,5.1387356758e-01,4.6544115920e-01,4.5918516637e-01
26.150000,5.3831714352e-01,5.3829549168e-01,4.8659874906e-01,4.9808488255e-01,5.1375924632e-01,4.8637427707e-01,5.0121843400e-01,5.1495231720e-01,4.6102455736e-01,4.6137490125e-01
26.200000,5.3593384680e-01,5.4268759531e-01,4.8645609278e-01,4.9558349098e-01,5.2099304064e-01,4.7909128187e-01,5.0375587557e-01,5.1501261459e-01,4.5675689763e-01,4.6372926382e-01
